File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF220OBT	fastq	reads	ENCSR533VAF	DNase-seq	UBERON:0000948	heart	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				147 day	1	2	36		single-ended				1304668123	Zhiping Weng, UMass	f5514aed4d5614f0606c1359d887261c	https://www.encodeproject.org/files/ENCFF220OBT/@@download/ENCFF220OBT.fastq.gz				released				
ENCFF880ECR	fastq	reads	ENCSR564TUY	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	unknown	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1	3	36		single-ended				810722641	Zhiping Weng, UMass	5dceaf35189262223aa871964c1e6bba	https://www.encodeproject.org/files/ENCFF880ECR/@@download/ENCFF880ECR.fastq.gz				released				
ENCFF275TIX	fastq	reads	ENCSR564TUY	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	unknown	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1	3	36		single-ended				834710147	Zhiping Weng, UMass	f8eea86b557a01e9345fb599ebb7ce1a	https://www.encodeproject.org/files/ENCFF275TIX/@@download/ENCFF275TIX.fastq.gz				released				
ENCFF306MQP	fastq	reads	ENCSR564TUY	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	unknown	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1	3	36		single-ended				767689694	Zhiping Weng, UMass	0861fe1194237fd6698592faaa3b1cef	https://www.encodeproject.org/files/ENCFF306MQP/@@download/ENCFF306MQP.fastq.gz				released				
ENCFF251AML	fastq	reads	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				105 day	1	2	36		single-ended				138823759	Zhiping Weng, UMass	2e0e16e38e722a65b749642d89e6d214	https://www.encodeproject.org/files/ENCFF251AML/@@download/ENCFF251AML.fastq.gz				released				
ENCFF517DAT	fastq	reads	ENCSR499PZA	DNase-seq	UBERON:0002113	kidney	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				105 day	1	2	36		single-ended				1152533287	Zhiping Weng, UMass	84451a1112d695c15cbc1d40d41123c4	https://www.encodeproject.org/files/ENCFF517DAT/@@download/ENCFF517DAT.fastq.gz				released				
ENCFF936RCS	fastq	reads	ENCSR383SNM	DNase-seq	EFO:0007096	iPS DF 19.11	induced pluripotent stem cell line	newborn	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1	1	36		single-ended				1228742107	Zhiping Weng, UMass	4a7242f9917c422fd5f97ac7973c6c79	https://www.encodeproject.org/files/ENCFF936RCS/@@download/ENCFF936RCS.fastq.gz				released				
ENCFF738BOX	fastq	reads	ENCSR974TXT	DNase-seq	UBERON:0004538	left kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				110 day	1	2	36		single-ended				1232173957	Zhiping Weng, UMass	d65c790785e9660eb9bd016d6841f98c	https://www.encodeproject.org/files/ENCFF738BOX/@@download/ENCFF738BOX.fastq.gz				released				
ENCFF401ZBQ	fastq	reads	ENCSR974TXT	DNase-seq	UBERON:0004538	left kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				110 day	1	2	36		single-ended				236277363	Zhiping Weng, UMass	976aa1fda5400bd30afdaacab298bfac	https://www.encodeproject.org/files/ENCFF401ZBQ/@@download/ENCFF401ZBQ.fastq.gz				released				
ENCFF862RQS	fastq	reads	ENCSR683QJJ	DNase-seq	CL:0000492	CD4-positive helper T cell	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				21 year	1	1	36		single-ended				1268404341	Zhiping Weng, UMass	f28e37486eddea2c5e77e951f9cd1977	https://www.encodeproject.org/files/ENCFF862RQS/@@download/ENCFF862RQS.fastq.gz				released				
ENCFF486WGC	fastq	reads	ENCSR911LTI	DNase-seq	UBERON:0000948	heart	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap				96 day	1	2	36		single-ended				674403350	Zhiping Weng, UMass	6a89814434bad6069c0b2ec180a1351f	https://www.encodeproject.org/files/ENCFF486WGC/@@download/ENCFF486WGC.fastq.gz				released				
ENCFF852VIL	fastq	reads	ENCSR911LTI	DNase-seq	UBERON:0000948	heart	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap				96 day	1	2	36		single-ended				820097080	Zhiping Weng, UMass	bcde2f98189589c84a2a4ac0ef45d8e3	https://www.encodeproject.org/files/ENCFF852VIL/@@download/ENCFF852VIL.fastq.gz				released				
ENCFF461DJI	fastq	reads	ENCSR141NSQ	DNase-seq	UBERON:0002324	muscle of back	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				104 day	1	9	36		single-ended				53167545	Zhiping Weng, UMass	67f7aa1b19420a0057c9e3457bcd03fc	https://www.encodeproject.org/files/ENCFF461DJI/@@download/ENCFF461DJI.fastq.gz				released		mismatched file status		
ENCFF007JBO	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	1	1	36		paired-ended	1	ENCFF744KHT		587723053	John Stamatoyannopoulos, UW	dc747bd824d0f770e02ec48847fe8653	https://www.encodeproject.org/files/ENCFF007JBO/@@download/ENCFF007JBO.fastq.gz		HiSeq 2000		released				
ENCFF744KHT	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	1	1	36		paired-ended	2	ENCFF007JBO		605234330	John Stamatoyannopoulos, UW	edb431d161c60944ca977a4bab16a5c0	https://www.encodeproject.org/files/ENCFF744KHT/@@download/ENCFF744KHT.fastq.gz		HiSeq 2000		released				
ENCFF756DZL	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	1	1	36		paired-ended	1	ENCFF809DAF		3254664299	John Stamatoyannopoulos, UW	db0cbec1a71c63737cbc037db8e3ecdd	https://www.encodeproject.org/files/ENCFF756DZL/@@download/ENCFF756DZL.fastq.gz		HiSeq 2500		released				
ENCFF809DAF	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	1	1	36		paired-ended	2	ENCFF756DZL		3579271219	John Stamatoyannopoulos, UW	c4c720ad586911c43754214424002678	https://www.encodeproject.org/files/ENCFF809DAF/@@download/ENCFF809DAF.fastq.gz		HiSeq 2500		released				
ENCFF218ZWJ	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	2	1	36		paired-ended	1	ENCFF494KEV		553200117	John Stamatoyannopoulos, UW	fd3ddcdf93119b04d7ac016b7056f447	https://www.encodeproject.org/files/ENCFF218ZWJ/@@download/ENCFF218ZWJ.fastq.gz		HiSeq 2000		released				
ENCFF675JZQ	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	1	1	36		paired-ended	2	ENCFF540WMJ		6536513495	John Stamatoyannopoulos, UW	37f42e73a22887b5b702e75c7b651fe0	https://www.encodeproject.org/files/ENCFF675JZQ/@@download/ENCFF675JZQ.fastq.gz		HiSeq 2000		released				
ENCFF540WMJ	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	1	1	36		paired-ended	1	ENCFF675JZQ		6125274589	John Stamatoyannopoulos, UW	d0ac8a8c03f673fb0e8d551606780ce5	https://www.encodeproject.org/files/ENCFF540WMJ/@@download/ENCFF540WMJ.fastq.gz		HiSeq 2000		released				
ENCFF313RDF	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	2	1	36		paired-ended	1	ENCFF437MIT		3733490025	John Stamatoyannopoulos, UW	947764e54269d195175ee59019eebf1b	https://www.encodeproject.org/files/ENCFF313RDF/@@download/ENCFF313RDF.fastq.gz		HiSeq 2500		released				
ENCFF437MIT	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	2	1	36		paired-ended	2	ENCFF313RDF		3859917011	John Stamatoyannopoulos, UW	07dce74816ca9def9cfc00f6844b6cf9	https://www.encodeproject.org/files/ENCFF437MIT/@@download/ENCFF437MIT.fastq.gz		HiSeq 2500		released				
ENCFF494KEV	fastq	reads	ENCSR346JWH	DNase-seq	EFO:0002106	A673	immortalized cell line	unknown	female	Homo sapiens							DNA					2015-03-31	ENCODE				15 year	2	1	36		paired-ended	2	ENCFF218ZWJ		578070451	John Stamatoyannopoulos, UW	b612a8327cd9d5b2fcd4119d6d9c7798	https://www.encodeproject.org/files/ENCFF494KEV/@@download/ENCFF494KEV.fastq.gz		HiSeq 2000		released				
ENCFF922IHT	fastq	reads	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	4	36		single-ended				366867696	Zhiping Weng, UMass	bb6f306c0a263e4696db81dadb51c7f7	https://www.encodeproject.org/files/ENCFF922IHT/@@download/ENCFF922IHT.fastq.gz				released				
ENCFF844FEA	fastq	reads	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	4	36		single-ended				708128349	Zhiping Weng, UMass	be8bcdd7d0a5611d3caae5bc932eaa8e	https://www.encodeproject.org/files/ENCFF844FEA/@@download/ENCFF844FEA.fastq.gz				released				
ENCFF157XZN	fastq	reads	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	4	36		single-ended				805906804	Zhiping Weng, UMass	80b8e5e81772c18ba3fbaa47f5b5900d	https://www.encodeproject.org/files/ENCFF157XZN/@@download/ENCFF157XZN.fastq.gz				released				
ENCFF055GTW	fastq	reads	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	4	36		single-ended				691443899	Zhiping Weng, UMass	857367affb4e009d41487e36e3f876fd	https://www.encodeproject.org/files/ENCFF055GTW/@@download/ENCFF055GTW.fastq.gz				released				
ENCFF354LAX	fastq	reads	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				87 day	1	1	36		single-ended				1391563006	Zhiping Weng, UMass	81b88fed1af112db9f97c4b5d2d940de	https://www.encodeproject.org/files/ENCFF354LAX/@@download/ENCFF354LAX.fastq.gz				released				
ENCFF591NAW	fastq	reads	ENCSR884MCZ	DNase-seq	UBERON:0004539	right kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				98 day	1	4	36		single-ended				1102439881	Zhiping Weng, UMass	d8351868437f500c07c834afb6929419	https://www.encodeproject.org/files/ENCFF591NAW/@@download/ENCFF591NAW.fastq.gz				released				
ENCFF913XMP	fastq	reads	ENCSR884MCZ	DNase-seq	UBERON:0004539	right kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				98 day	1	4	36		single-ended				1168859172	Zhiping Weng, UMass	71e57dd46c48dbfbe76d306480ba9ee3	https://www.encodeproject.org/files/ENCFF913XMP/@@download/ENCFF913XMP.fastq.gz				released				
ENCFF478IBN	fastq	reads	ENCSR935EVZ	DNase-seq	UBERON:0002168	left lung	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				115 day	1	2	36		single-ended				167274496	Zhiping Weng, UMass	9306c3918dc925b0be4554fd1902c309	https://www.encodeproject.org/files/ENCFF478IBN/@@download/ENCFF478IBN.fastq.gz				released				
ENCFF501JMN	fastq	reads	ENCSR935EVZ	DNase-seq	UBERON:0002168	left lung	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				115 day	1	2	36		single-ended				3831238970	Zhiping Weng, UMass	28de52dbcc9b955a58c67b07370381ed	https://www.encodeproject.org/files/ENCFF501JMN/@@download/ENCFF501JMN.fastq.gz				released				
ENCFF473FIC	fastq	reads	ENCSR931UQB	DNase-seq	UBERON:0002108	small intestine	tissue	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				34 year	1	2	36		single-ended				1156827599	Zhiping Weng, UMass	2ee343e894a8b83a887f0dce806ef9f0	https://www.encodeproject.org/files/ENCFF473FIC/@@download/ENCFF473FIC.fastq.gz				released				
ENCFF665XQC	fastq	reads	ENCSR931UQB	DNase-seq	UBERON:0002108	small intestine	tissue	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				34 year	1	2	36		single-ended				1050527168	Zhiping Weng, UMass	3e7837720b88c2af95ba27caf4957320	https://www.encodeproject.org/files/ENCFF665XQC/@@download/ENCFF665XQC.fastq.gz				released				
ENCFF452AYP	fastq	reads	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				91 day	1	5	36		single-ended				240207180	Zhiping Weng, UMass	fb34070b204894857ebd4d9c8167b0d0	https://www.encodeproject.org/files/ENCFF452AYP/@@download/ENCFF452AYP.fastq.gz				released				
ENCFF106CPX	fastq	reads	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				91 day	1	5	36		single-ended				48274490	Zhiping Weng, UMass	953812da279330dc6aa36572be3b2554	https://www.encodeproject.org/files/ENCFF106CPX/@@download/ENCFF106CPX.fastq.gz				released				
ENCFF923BVC	fastq	reads	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				91 day	1	5	36		single-ended				543441032	Zhiping Weng, UMass	9aa7a8c5b14d22fe97cc20807744d2e3	https://www.encodeproject.org/files/ENCFF923BVC/@@download/ENCFF923BVC.fastq.gz				released				
ENCFF007SPW	fastq	reads	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				91 day	1	5	36		single-ended				597990508	Zhiping Weng, UMass	615e82a0b5935d9764053d3cc2d4d6e1	https://www.encodeproject.org/files/ENCFF007SPW/@@download/ENCFF007SPW.fastq.gz				released				
ENCFF311OBU	fastq	reads	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				91 day	1	5	36		single-ended				590693959	Zhiping Weng, UMass	399dd7c30ea8735e00b098da6bc619de	https://www.encodeproject.org/files/ENCFF311OBU/@@download/ENCFF311OBU.fastq.gz				released				
ENCFF729ISP	fastq	reads	ENCSR286WIA	DNase-seq	UBERON:0001383	muscle of leg	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				105 day	1	2	36		single-ended				964060254	Zhiping Weng, UMass	364359d8e5204944ebaab146ba1f65d3	https://www.encodeproject.org/files/ENCFF729ISP/@@download/ENCFF729ISP.fastq.gz				released				
ENCFF249EZK	fastq	reads	ENCSR286WIA	DNase-seq	UBERON:0001383	muscle of leg	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				105 day	1	2	36		single-ended				916419539	Zhiping Weng, UMass	eacd5987049dbc555835b633e1e2c698	https://www.encodeproject.org/files/ENCFF249EZK/@@download/ENCFF249EZK.fastq.gz				released				
ENCFF334ABR	fastq	reads	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				117 day	1	2	36		single-ended				1323043478	Zhiping Weng, UMass	9fa49abea57874b8d446365bf2303231	https://www.encodeproject.org/files/ENCFF334ABR/@@download/ENCFF334ABR.fastq.gz				released				
ENCFF389GPO	fastq	reads	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				117 day	1	2	36		single-ended				267568971	Zhiping Weng, UMass	bd6b97960e3d1b6ff80e21b7c9e97fca	https://www.encodeproject.org/files/ENCFF389GPO/@@download/ENCFF389GPO.fastq.gz				released				
ENCFF730TWK	fastq	reads	ENCSR083FBK	DNase-seq	UBERON:0002108	small intestine	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				110 day	1	3	36		single-ended				1364072000	Zhiping Weng, UMass	4bdfc346bdb080c7354e32bba4c42b19	https://www.encodeproject.org/files/ENCFF730TWK/@@download/ENCFF730TWK.fastq.gz				released				
ENCFF595GZR	fastq	reads	ENCSR083FBK	DNase-seq	UBERON:0002108	small intestine	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				110 day	1	3	36		single-ended				331440230	Zhiping Weng, UMass	ded9a5a6b450155e3099c54d30b42450	https://www.encodeproject.org/files/ENCFF595GZR/@@download/ENCFF595GZR.fastq.gz				released				
ENCFF459CQR	fastq	reads	ENCSR156CLC	DNase-seq	UBERON:0000955	brain	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				96 day	1	1	36		single-ended				965045997	Zhiping Weng, UMass	1e32c9597b0caa0116d4edf1b4eee278	https://www.encodeproject.org/files/ENCFF459CQR/@@download/ENCFF459CQR.fastq.gz				released				
ENCFF252VRK	fastq	reads	ENCSR156CLC	DNase-seq	UBERON:0000955	brain	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				96 day	1	2	36		single-ended				1084208006	Zhiping Weng, UMass	baaf2d8d8823e67a1e33b44e88512a4d	https://www.encodeproject.org/files/ENCFF252VRK/@@download/ENCFF252VRK.fastq.gz				released				
ENCFF287YTW	fastq	reads	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				42 year	1	3	36		single-ended				714876074	Zhiping Weng, UMass	6fd638a7a9ea0a50721df21b92b46283	https://www.encodeproject.org/files/ENCFF287YTW/@@download/ENCFF287YTW.fastq.gz				released				
ENCFF981HVE	fastq	reads	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				42 year	1	3	36		single-ended				854382976	Zhiping Weng, UMass	d73c6a91b3f1c68712a862f663231c2c	https://www.encodeproject.org/files/ENCFF981HVE/@@download/ENCFF981HVE.fastq.gz				released				
ENCFF656BUQ	fastq	reads	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				42 year	1	3	36		single-ended				839286484	Zhiping Weng, UMass	d9b149acf24cc020ab5e89d21b21ef46	https://www.encodeproject.org/files/ENCFF656BUQ/@@download/ENCFF656BUQ.fastq.gz				released				
ENCFF695JMI	fastq	reads	ENCSR856QJX	DNase-seq	UBERON:0002369	adrenal gland	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				85 day	1	2	36		single-ended				632627586	Zhiping Weng, UMass	13b6a2d4171cfa9841e2be1c30c66339	https://www.encodeproject.org/files/ENCFF695JMI/@@download/ENCFF695JMI.fastq.gz				released				
ENCFF500CZF	fastq	reads	ENCSR856QJX	DNase-seq	UBERON:0002369	adrenal gland	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				85 day	1	2	36		single-ended				932469158	Zhiping Weng, UMass	47d07612e9e7d71f0f776f0ec1dacc50	https://www.encodeproject.org/files/ENCFF500CZF/@@download/ENCFF500CZF.fastq.gz				released				
ENCFF045DNW	fastq	reads	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				50 year	1	3	36		single-ended				579913775	Zhiping Weng, UMass	99163e2e8a68eecbee3d70fbd417bf51	https://www.encodeproject.org/files/ENCFF045DNW/@@download/ENCFF045DNW.fastq.gz				released				
ENCFF764OUC	fastq	reads	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				50 year	1	3	36		single-ended				753847718	Zhiping Weng, UMass	cb0c8b5705345f38029044b109dd7620	https://www.encodeproject.org/files/ENCFF764OUC/@@download/ENCFF764OUC.fastq.gz				released				
ENCFF449SGR	fastq	reads	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				50 year	1	3	36		single-ended				750152929	Zhiping Weng, UMass	7fc6ac164f355a5580ea67cdd3bea810	https://www.encodeproject.org/files/ENCFF449SGR/@@download/ENCFF449SGR.fastq.gz				released				
ENCFF250JVY	fastq	reads	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				21 year	1	1	36		single-ended				1432069748	Zhiping Weng, UMass	4384bec46af102d317e20e5efdf31fb2	https://www.encodeproject.org/files/ENCFF250JVY/@@download/ENCFF250JVY.fastq.gz				released				
ENCFF375NVM	fastq	reads	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				115 day	1	3	36		single-ended				1085071712	Zhiping Weng, UMass	b56089f024cd8c328ac7fd7b7c83a352	https://www.encodeproject.org/files/ENCFF375NVM/@@download/ENCFF375NVM.fastq.gz				released				
ENCFF945VCS	fastq	reads	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				115 day	1	3	36		single-ended				111204327	Zhiping Weng, UMass	65b004942497a1c3b9e4e214e71d31ad	https://www.encodeproject.org/files/ENCFF945VCS/@@download/ENCFF945VCS.fastq.gz				released				
ENCFF922ZGB	fastq	reads	ENCSR309FOO	DNase-seq	UBERON:0000955	brain	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				117 day	1	1	36		single-ended				1105299899	Zhiping Weng, UMass	d0508ea4340a1fe36ff9b4f1c97dcbd4	https://www.encodeproject.org/files/ENCFF922ZGB/@@download/ENCFF922ZGB.fastq.gz				released				
ENCFF001BAJ	fastq	reads	ENCSR000EMZ	DNase-seq	EFO:0005904	H7-hESC	stem cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			1	1	36		single-ended				15506704599	John Stamatoyannopoulos, UW	48dbad7e8c8eb6e8b1c9cc79b30ef1da	https://www.encodeproject.org/files/ENCFF001BAJ/@@download/ENCFF001BAJ.fastq.gz				released		out of date analysis		
ENCFF001CXB	fastq	reads	ENCSR000EMZ	DNase-seq	EFO:0005904	H7-hESC	stem cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		single-ended				1251717137	John Stamatoyannopoulos, UW	fea7eb9caad94998482d99189b1b3cf8	https://www.encodeproject.org/files/ENCFF001CXB/@@download/ENCFF001CXB.fastq.gz		Illumina Genome Analyzer IIx		released		out of date analysis		
ENCFF001CXC	fastq	reads	ENCSR000EMZ	DNase-seq	EFO:0005904	H7-hESC	stem cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			1	1	36		single-ended				1862178219	John Stamatoyannopoulos, UW	f4ccd2e49f4f6b4a06bdaedafed1d4e8	https://www.encodeproject.org/files/ENCFF001CXC/@@download/ENCFF001CXC.fastq.gz		Illumina Genome Analyzer I		archived		out of date analysis		
ENCFF219BIC	fastq	reads	ENCSR963ALV	DNase-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	embryonic	female	Homo sapiens							DNA					2016-06-14	ENCODE				5 day	1	1	36		paired-ended	1	ENCFF344WBT		5714806489	John Stamatoyannopoulos, UW	4c0e374a35ba9a1758d584797b49644f	https://www.encodeproject.org/files/ENCFF219BIC/@@download/ENCFF219BIC.fastq.gz		HiSeq 2500		released		NTR biosample		
ENCFF344WBT	fastq	reads	ENCSR963ALV	DNase-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	embryonic	female	Homo sapiens							DNA					2016-06-14	ENCODE				5 day	1	1	36		paired-ended	2	ENCFF219BIC		5879460356	John Stamatoyannopoulos, UW	f787c809297f62970676d83b7661bf1e	https://www.encodeproject.org/files/ENCFF344WBT/@@download/ENCFF344WBT.fastq.gz		HiSeq 2500		released		NTR biosample		
ENCFF412NKG	fastq	reads	ENCSR963ALV	DNase-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	embryonic	female	Homo sapiens							DNA					2016-06-14	ENCODE				5 day	1	1	36		paired-ended	2	ENCFF484OQF		263404271	John Stamatoyannopoulos, UW	06dba7132eda1fd946bf12de022372d0	https://www.encodeproject.org/files/ENCFF412NKG/@@download/ENCFF412NKG.fastq.gz		HiSeq 2500		released		NTR biosample		
ENCFF484OQF	fastq	reads	ENCSR963ALV	DNase-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	embryonic	female	Homo sapiens							DNA					2016-06-14	ENCODE				5 day	1	1	36		paired-ended	1	ENCFF412NKG		255899285	John Stamatoyannopoulos, UW	eec301e9191a023640216799187a301d	https://www.encodeproject.org/files/ENCFF484OQF/@@download/ENCFF484OQF.fastq.gz		HiSeq 2500		released		NTR biosample		
ENCFF996JWF	fastq	reads	ENCSR963ALV	DNase-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	embryonic	female	Homo sapiens							DNA					2016-06-14	ENCODE				5 day	2	1	36		paired-ended	2	ENCFF795AUA		3220045717	John Stamatoyannopoulos, UW	882cecfdb9cb07cd59e293db800dcd18	https://www.encodeproject.org/files/ENCFF996JWF/@@download/ENCFF996JWF.fastq.gz		HiSeq 2500		released		NTR biosample		
ENCFF226OBW	fastq	reads	ENCSR963ALV	DNase-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	embryonic	female	Homo sapiens							DNA					2016-06-14	ENCODE				5 day	2	1	36		paired-ended	1	ENCFF569MQH		1388061857	John Stamatoyannopoulos, UW	ead6b4845114654632c67de27b166d74	https://www.encodeproject.org/files/ENCFF226OBW/@@download/ENCFF226OBW.fastq.gz		HiSeq 2500		released		NTR biosample		
